name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_metallicity,star_mass,star_radius,star_sp_type,star_age,star_teff,star_alternate_names
Kepler-1563 b,Confirmed,,,,,,,0.067,0.007,0.011,3.43276598,2.98E-05,2.98E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1563,288.573588,51.472755,,,12.41,12.079,12.013,547,0.02,1,0.99,,,5765,
Kepler-1564 b,Confirmed,,,,,,,0.131,0.012,0.017,18.0540381,0.0001919,0.0001919,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1564,290.586124,46.642689,,,13.711,13.361,13.283,872,0.03,0.93,0.9,,,5528,
Kepler-1565 b,Confirmed,,,,,,,0.106,0.011,0.007,1.53818844,6.86E-06,6.86E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1565,297.952967,40.806808,,,13.917,13.318,13.259,657,-0.16,0.76,0.73,,,4940,
Kepler-1566 b,Confirmed,,,,,,,0.07,0.004,0.007,0.53991524,1.35E-06,1.35E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1566,283.587614,40.574927,,,12.946,12.478,12.435,511,-0.07,0.84,0.81,,,5254,
Kepler-1567 b,Confirmed,,,,,,,0.244,0.021,0.036,153.979578,0.001785,0.001785,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1567,286.6952,40.291819,,,14.371,13.969,13.992,1226,-0.03,0.95,0.93,,,5655,
Kepler-1568 b,Confirmed,,,,,,,0.116,0.013,0.019,20.925392,0.0002521,0.0002521,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1568,289.182664,47.873383,,,12.929,12.639,12.618,883,0.09,1.09,1.19,,,5956,
Kepler-1569 b,Confirmed,,,,,,,0.15,0.028,0.065,5.79180156,3.62E-05,3.62E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1569,292.204706,37.22122,,,12.888,12.604,12.59,1050,0.06,1.25,1.4,,,6319,
Kepler-157 b,Confirmed,,,,,,,0.118,0.023,0.023,1.732342,6.00E-06,6.00E-06,0.028,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-157,291.097229,38.87561,,,12.939,12.627,12.573,,-0.108,,1.04,,,5774,
Kepler-157 c,Confirmed,,,,,,,0.2,0.038,0.038,13.5405,4.90E-05,4.90E-05,0.11,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-157,291.097229,38.87561,,,12.939,12.627,12.573,,-0.108,,1.04,,,5774,
Kepler-157 d,Confirmed,,,,,,,0.13,0.009,0.014,7.02573474,2.39E-05,2.39E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-157,291.097229,38.87561,,,12.939,12.627,12.573,,-0.108,,1.04,,,5774,
Kepler-1570 b,Confirmed,,,,,,,0.095,0.009,0.017,26.548955,0.0003047,0.0003047,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1570,299.861833,45.827354,,,12.489,12.046,11.997,463,-0.04,0.92,0.89,,,5550,
Kepler-1571 b,Confirmed,,,,,,,0.136,0.03,0.061,3.38555488,1.60E-05,1.60E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1571,300.935406,45.596546,,,12.477,12.151,12.044,802,0.04,1.23,1.39,,,6297,
Kepler-1572 b,Confirmed,,,,,,,0.084,0.007,0.017,5.49548621,2.92E-05,2.92E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1572,281.897275,46.722633,,,12.685,12.356,12.365,600,0.08,0.97,0.95,,,5618,
Kepler-1573 b,Confirmed,,,,,,,0.107,0.01,0.021,2.6157554,1.50E-05,1.50E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1573,292.988348,49.48497,,,14.021,13.68,13.677,1180,0.02,1.01,1,,,5808,
Kepler-1574 b,Confirmed,,,,,,,0.115,0.013,0.025,6.9424334,6.01E-05,6.01E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1574,292.158664,49.63776,,,13.972,13.672,13.679,1275,0.08,1.06,1.08,,,5892,
Kepler-1575 b,Confirmed,,,,,,,0.117,0.012,0.018,2.55314213,1.30E-05,1.30E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1575,293.74325,45.761597,,,14.268,13.871,13.828,1170,-0.07,0.95,0.92,,,5667,
Kepler-1576 b,Confirmed,,,,,,,0.093,0.012,0.026,6.98471973,5.94E-05,5.94E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1576,289.073975,40.366015,,,12.197,11.889,11.8,539,0.05,1.05,1.06,,,5876,
Kepler-1577 b,Confirmed,,,,,,,0.101,0.01,0.004,6.30560247,3.67E-05,3.67E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1577,292.955275,47.573105,,,13.491,12.936,12.862,543,0,0.78,0.74,,,4862,
Kepler-1578 b,Confirmed,,,,,,,0.093,0.01,0.01,1.45088691,6.95E-06,6.95E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1578,288.302,47.775555,,,14.157,13.784,13.655,1016,-0.13,0.9,0.86,,,5545,
Kepler-1579 b,Confirmed,,,,,,,0.075,0.004,0.005,0.84990789,2.93E-06,2.93E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1579,293.288009,43.514988,,,13.439,12.855,12.744,466,0.11,0.75,0.7,,,4584,
Kepler-158 b,Confirmed,,,,,,,0.189,0.032,0.032,16.709184,6.40E-05,6.40E-05,0.111,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-158,284.0322572,39.781349,,,12.722,12.138,12.057,,-0.232,,0.62,,,4623,
Kepler-158 c,Confirmed,,,,,,,0.17,0.027,0.027,28.551383,0.00014,0.00014,0.158,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-158,284.0322572,39.781349,,,12.722,12.138,12.057,,-0.232,,0.62,,,4623,
Kepler-1580 b,Confirmed,,,,,,,0.188,0.028,0.027,56.6449279,0.0008525,0.0008525,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1580,285.968722,41.363559,,,11.584,11.298,11.254,872,0.12,1.47,2.15,,,6228,
Kepler-1581 b,Confirmed,,,,,,,0.071,0.008,0.012,6.28385491,4.25E-05,4.25E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1581,287.371261,39.603581,,,11.331,11.106,11.025,443,0.07,1.12,1.23,,,6022,
Kepler-1582 b,Confirmed,,,,,,,0.133,0.012,0.015,4.83817712,8.84E-05,8.84E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1582,289.37665,41.158613,,,13.285,12.694,12.435,112,0.48,0.28,0.3,,,3208,
Kepler-1583 b,Confirmed,,,,,,,0.054,0.004,0.008,9.32807355,8.85E-05,8.85E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1583,286.386934,47.016628,,,11.693,11.329,11.279,357,-0.07,0.94,0.91,,,5645,
Kepler-1584 b,Confirmed,,,,,,,0.144,0.019,0.036,13.3997099,0.000157,0.000157,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1584,287.762683,43.274429,,,13.921,13.642,13.524,1325,0,1.1,1.13,,,6069,
Kepler-1585 b,Confirmed,,,,,,,0.16,0.014,0.022,3.5827463,1.74E-05,1.74E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1585,296.159005,44.563114,,,14.566,14.156,14.125,1269,0.08,0.94,0.91,,,5538,
Kepler-1586 b,Confirmed,,,,,,,0.136,0.03,0.058,15.6049212,0.0001365,0.0001365,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1586,298.202609,44.925827,,,11.964,11.713,11.643,864,0.06,1.45,1.75,,,6681,
Kepler-1587 b,Confirmed,,,,,,,0.119,0.021,0.042,9.4060467,0.0001376,0.0001376,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1587,292.677726,49.66391,,,12.957,12.705,12.632,907,0.07,1.08,1.22,,,5933,
Kepler-1588 b,Confirmed,,,,,,,0.068,0.006,0.01,7.84931739,9.46E-05,9.46E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1588,288.232715,48.002178,,,12.766,12.456,12.383,658,-0.14,0.96,0.99,,,5817,
Kepler-1589 b,Confirmed,,,,,,,0.097,0.015,0.039,0.99166527,7.84E-06,7.84E-06,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1589,294.441792,40.571686,,,13.859,13.549,13.544,1418,0.08,1.18,1.25,,,6166,
Kepler-159 b,Confirmed,,,,,,,0.212,0.016,0.016,10.139623,2.20E-05,2.20E-05,0.082,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-159,297.07016,40.868786,,,13.104,12.53,12.357,,-0.911,,0.66,,,4625,
Kepler-159 c,Confirmed,,,,,,,0.304,0.025,0.025,43.595792,0.000125,0.000125,0.218,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-159,297.07016,40.868786,,,13.104,12.53,12.357,,-0.911,,0.66,,,4625,
Kepler-1590 b,Confirmed,,,,,,,0.102,0.013,0.03,7.61760804,4.33E-05,4.33E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1590,291.407812,48.017891,,,13.025,12.724,12.693,900,0.03,1.11,1.16,,,6053,
Kepler-1591 b,Confirmed,,,,,,,0.113,0.017,0.037,8.18504949,7.83E-05,7.83E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1591,296.516659,44.608608,,,13.509,13.198,13.107,1090,0.01,1.1,1.16,,,6082,
Kepler-1592 b,Confirmed,,,,,,,0.137,0.025,0.062,3.05710069,2.33E-05,2.33E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1592,293.850646,38.397749,,,13.697,13.388,13.345,1349,0.04,1.18,1.28,,,6213,
Kepler-1593 b,Confirmed,,,,,,,0.283,0.025,0.027,174.509835,0.001852,0.001852,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1593,300.48818,44.46067,,,14.188,13.675,13.452,755,0.02,0.81,0.77,,,4995,
Kepler-1594 b,Confirmed,,,,,,,0.095,0.011,0.023,2.71603809,1.36E-05,1.36E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1594,293.62309,47.961914,,,13.649,13.344,13.322,1100,0.03,1.06,1.08,,,5946,
Kepler-1595 b,Confirmed,,,,,,,0.11,0.009,0.008,4.56380468,3.24E-05,3.24E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1595,285.722721,43.00948,,,14.04,13.609,13.527,841,-0.02,0.84,0.8,,,5203,
Kepler-1596 b,Confirmed,,,,,,,0.17,0.015,0.022,66.373379,0.001476,0.001476,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1596,285.557511,49.330074,,,14.25,13.861,13.826,1166,-0.11,0.95,0.92,,,5706,
Kepler-1597 b,Confirmed,,,,,,,0.095,0.015,0.042,2.94654179,3.47E-05,3.47E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1597,288.163973,42.481083,,,13.241,12.965,12.927,1255,0.02,1.25,1.39,,,6377,
Kepler-1598 b,Confirmed,,,,,,,0.085,0.009,0.025,4.34195123,2.83E-05,2.83E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1598,288.469102,46.78368,,,12.734,12.444,12.42,734,0.04,1.07,1.09,,,5940,
Kepler-1599 b,Confirmed,,,,,,,0.145,0.021,0.029,122.363553,0.008968,0.008968,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1599,286.220889,41.151251,,,13.735,13.386,13.361,1004,0.02,0.99,0.99,,,5767,
Kepler-16 (AB) b,Confirmed,0.333,0.016,0.016,,,,0.7538,0.0023,0.0023,228.776,0.037,0.037,0.7048,0.001,0.001,0.00685,0.00146,0.00146,90.0322,0.0023,0.0023,,2011,30/08/2013,318,22,22,,,,,,,2455212.123,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,Kepler-16 (AB),289.075,51.7575,12,,,,,,-0.3,0.8499,0.65,K,,4450,
Kepler-160 b,Confirmed,,,,,,,0.137,0.068,0.068,4.309427,1.70E-05,1.70E-05,0.05,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-160,287.7735902,42.869286,,,13.46,13.101,13.052,,-0.361,,0.88,,,5857,
Kepler-160 c,Confirmed,,,,,,,0.322,0.158,0.158,13.699087,3.10E-05,3.10E-05,0.109,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-160,287.7735902,42.869286,,,13.46,13.101,13.052,,-0.361,,0.88,,,5857,
Kepler-1600 b,Confirmed,,,,,,,0.279,0.015,0.025,386.370548,0.008591,0.008591,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1600,291.399384,38.787752,,,14.351,13.903,13.896,992,0.07,0.86,0.82,,,5214,
Kepler-1601 b,Confirmed,,,,,,,0.073,0.01,0.021,2.20921951,1.51E-05,1.51E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1601,285.512943,38.079748,,,12.602,12.311,12.216,660,0.05,1.04,1.07,,,5869,
Kepler-1602 b,Confirmed,,,,,,,0.12,0.021,0.052,11.17931605,7.50E-05,7.50E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1602,293.580858,40.427478,,,12.386,12.1,12.06,815,0.02,1.22,1.36,,,6296,
Kepler-1603 b,Confirmed,,,,,,,0.115,0.017,0.042,2.27163926,2.34E-05,2.34E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1603,295.329843,42.534966,,,14.191,13.928,13.84,1751,0.07,1.21,1.31,,,6241,
Kepler-1604 b,Confirmed,,,,,,,0.126,0.01,0.017,0.68368426,6.30E-07,6.30E-07,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1604,285.410633,44.412212,,,13.389,12.924,12.821,562,0.02,0.81,0.76,,,4976,
Kepler-1605 b,Confirmed,,,,,,,0.096,0.007,0.008,85.7565495,0.0006161,0.0006161,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1605,287.134895,47.488621,,,11.064,10.655,10.587,224,-0.01,0.86,0.82,,,5280,
Kepler-1606 b,Confirmed,,,,,,,0.185,0.013,0.021,196.435224,0.003935,0.003935,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1606,286.378264,43.07325,,,13.875,13.502,13.4,880,0.01,0.9,0.86,,,5422,
Kepler-1607 b,Confirmed,,,,,,,0.082,0.012,0.029,13.6473676,0.0002102,0.0002102,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1607,296.059869,42.656051,,,12.592,12.271,12.218,735,0.05,1.14,1.21,,,6116,
Kepler-1608 b,Confirmed,,,,,,,0.154,0.017,0.014,16.4735686,0.0001698,0.0001698,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1608,295.563558,39.417606,,,14.419,13.83,13.836,832,-0.24,0.75,0.72,,,4992,
Kepler-1609 b,Confirmed,,,,,,,0.198,0.029,0.08,114.34219,0.004097,0.004097,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1609,290.146555,39.665821,,,13.918,13.687,13.508,1483,0.1,1.18,1.27,,,6132,
Kepler-161 b,Confirmed,,,,,,,0.189,0.012,0.012,4.921355,6.00E-06,6.00E-06,0.054,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-161,290.5164795,43.083824,,,12.767,12.329,12.246,,-0.093,0.77,0.81,,,5078,
Kepler-161 c,Confirmed,,,,,,,0.183,0.013,0.013,7.06424,1.10E-05,1.10E-05,0.068,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-161,290.5164795,43.083824,,,12.767,12.329,12.246,,-0.093,0.77,0.81,,,5078,
Kepler-1610 b,Confirmed,,,,,,,0.144,0.012,0.017,8.70181574,8.32E-05,8.32E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1610,295.90501,45.405434,,,14.307,13.912,13.905,1063,0.1,0.91,0.87,,,5383,
Kepler-1611 b,Confirmed,,,,,,,0.072,0.006,0.014,5.1762429,5.83E-05,5.83E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1611,296.512049,49.727764,,,13.137,12.782,12.689,686,0.01,0.94,0.93,,,5605,
Kepler-1612 b,Confirmed,,,,,,,0.092,0.01,0.016,3.91795101,2.73E-05,2.73E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1612,291.250279,45.655075,,,13.498,13.141,13.075,837,0.03,0.96,0.94,,,5643,
Kepler-1613 b,Confirmed,,,,,,,0.186,0.045,0.039,1.5184299,0.0001991,0.0001991,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1613,289.875041,43.420963,,,12.999,12.731,12.653,855,0.01,1.08,1.12,,,6005,
Kepler-1614 b,Confirmed,,,,,,,0.133,0.013,0.011,3.9466141,3.02E-05,3.02E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1614,284.871334,49.775913,,,14.588,14.053,14.001,982,-0.17,0.79,0.76,,,5121,
Kepler-1615 b,Confirmed,,,,,,,0.184,0.052,0.043,47.3126192,0.0008593,0.0008593,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1615,286.359226,42.227478,,,13.402,13.104,13.048,940,0.06,1.04,1.05,,,5865,
Kepler-1616 b,Confirmed,,,,,,,0.091,0.013,0.042,6.76284377,6.95E-05,6.95E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1616,286.543637,45.304874,,,12.523,12.263,12.228,862,0.02,1.21,1.34,,,6266,
Kepler-1617 b,Confirmed,,,,,,,0.107,0.014,0.033,27.4785572,0.0005078,0.0005078,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1617,287.937219,46.418491,,,12.665,12.369,12.323,813,0.01,1.15,1.22,,,6167,
Kepler-1618 b,Confirmed,,,,,,,0.112,0.021,0.046,6.10826019,8.99E-05,8.99E-05,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1618,295.175391,45.930908,,,12.779,12.539,12.473,1238,0.04,1.41,1.65,,,6620,
Kepler-1619 b,Confirmed,,,,,,,0.068,0.007,0.013,23.6225913,0.000542,0.000542,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1619,285.703472,44.422001,,,12.232,11.888,11.858,520,-0.07,1,1,,,5852,
Kepler-162 b,Confirmed,,,,,,,0.112,0.06,0.06,6.919798,5.20E-05,5.20E-05,0.069,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-162,297.2789001,43.724018,,,13.041,12.708,12.658,,-0.301,,0.96,,,5816,
Kepler-162 c,Confirmed,,,,,,,0.27,0.145,0.145,19.446355,4.50E-05,4.50E-05,0.137,,,,,,,,,,2014,06/03/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-162,297.2789001,43.724018,,,13.041,12.708,12.658,,-0.301,,0.96,,,5816,
Kepler-1620 b,Confirmed,,,,,,,0.144,0.024,0.057,101.951829,0.001572,0.001572,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1620,297.270876,46.928417,,,12.559,12.283,12.198,773,0.03,1.15,1.23,,,6157,
Kepler-1621 b,Confirmed,,,,,,,0.193,0.033,0.071,92.263714,0.002385,0.002385,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1621,297.588518,43.841221,,,13.942,13.623,13.602,1461,0.03,1.15,1.24,,,6158,
Kepler-1622 b,Confirmed,,,,,,,0.131,0.024,0.061,10.8118737,0.0001009,0.0001009,,,,,,,,,,,2016,12/05/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1622,297.32891,47.815472,,,12.422,12.18,12.104,927,0.04,1.31,1.5,,,6436,
